published_at_utc,date_day,title,url,domain,source,sourceCountry,language
2025-09-12T02:15:00+00:00,2025-09-12,Can Bitcoin Match Gold Historic Rally Analyst See Key Test - lionhill发表于 财富智汇 - 论坛,https://bbs.wenxuecity.com/cfzh/8663.html,bbs.wenxuecity.com,,,English
2025-09-12T10:15:00+00:00,2025-09-12,Think Bitcoin Is Too Expensive ? Here Why It Still a Buy,https://www.fool.com/investing/2025/09/12/think-bitcoin-is-too-expensive-heres-why-its-still/?source=iedfolrf0000001,www.fool.com,,,English
2025-09-12T09:30:00+00:00,2025-09-12,Altcoins outpace bitcoin as dominance drops,https://www.dnaindia.com/insights/report-altcoins-outpace-bitcoin-as-dominance-drops-3179839,www.dnaindia.com,,,English
2025-09-12T07:45:00+00:00,2025-09-12,Bitcoin trades near $115K as CPI data lift sentiments,https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-trades-near-115k-as-cpi-data-lift-sentiments/articleshow/123846238.cms,economictimes.indiatimes.com,,,English
2025-09-12T22:30:00+00:00,2025-09-12,Bitcoin Is Back Above $116K : The Real Battle Lines Are Now Drawn,https://bravenewcoin.com/insights/bitcoin-is-back-above-116k-the-real-battle-lines-are-now-drawn,bravenewcoin.com,,,English
2025-09-12T23:15:00+00:00,2025-09-12,"Galaxy , Circle , Bitfarms Lead Crypto Stock Gains as Bitcoin Vehicles Metaplanet , Nakamoto Plunge",https://finance.yahoo.com/news/galaxy-circle-bitfarms-lead-crypto-153437582.html,finance.yahoo.com,,,English
2025-09-12T21:15:00+00:00,2025-09-12,"Bitcoin Exchange Gemini Makes A Splash On Nasdaq Debut , Jumping Nearly 50 %",https://www.newsbtc.com/breaking-news-ticker/bitcoin-exchange-gemini-makes-a-splash-on-nasdaq-debut-jumping-nearly-50/,www.newsbtc.com,,,English
2025-09-13T00:00:00+00:00,2025-09-12,Institutional Tsunami : Billions Pour into Bitcoin as Spot ETFs Ignite a New Era for Cryptocurrency,https://markets.financialcontent.com/stocks/article/marketminute-2025-9-12-institutional-tsunami-billions-pour-into-bitcoin-as-spot-etfs-ignite-a-new-era-for-cryptocurrency,markets.financialcontent.com,,,English
2025-09-12T21:15:00+00:00,2025-09-12,Bitcoin Crawls Up On Weak Supply : 30D Momentum Reveals It Lacks Real Demand,https://www.newsbtc.com/bitcoin-news/bitcoin-crawls-up-on-weak-supply-30d-momentum-reveals-it-lacks-real-demand/,www.newsbtc.com,,,English
2025-09-12T20:45:00+00:00,2025-09-12,Solana Price Prediction : Chinese Fashion Giant Buys Millions of SOL – Can SOL Overtake Bitcoin ?,https://www.coinspeaker.com/solana-price-prediction-chinese-fashion-giant-buys-millions-sol/,www.coinspeaker.com,,,English
2025-09-12T07:00:00+00:00,2025-09-12,"Top 3 Price Prediction : Bitcoin , Ethereum , Ripple – Bulls set sights on $120K BTC , $5K ETH , and $3 . 4 XRP",https://www.fxstreet.com/cryptocurrencies/news/top-3-price-prediction-bitcoin-ethereum-ripple-bulls-set-sights-on-120k-btc-5k-eth-and-34-xrp-202509120319,www.fxstreet.com,,,English
2025-09-12T00:45:00+00:00,2025-09-12,Brazilian Firm Méliuz Builds Bitcoin Reserves with Low - Risk Options Strategy,https://www.riotimesonline.com/brazilian-firm-meliuz-builds-bitcoin-reserves-with-low-risk-options-strategy/,www.riotimesonline.com,,,English
2025-09-12T09:15:00+00:00,2025-09-12,Altcoin Season Heats Up : September Sees Record Shift from Bitcoin to Altcoins,http://www.econotimes.com/Altcoin-Season-Heats-Up-September-Sees-Record-Shift-from-Bitcoin-to-Altcoins-1720443,www.econotimes.com,,,English
2025-09-12T18:00:00+00:00,2025-09-12,Bitcoin Poised For  Major Bullish Signal  In Next 3 Days : Watch These 2 Indicators,https://www.benzinga.com/crypto/cryptocurrency/25/09/47647219/bitcoin-poised-for-major-bullish-signal-in-next-3-days-watch-these-2-inidicators,www.benzinga.com,,,English
2025-09-12T12:00:00+00:00,2025-09-12,"Bitcoin : Path to $120K Hinges on Sustaining Above $114 , 600 Support",https://www.investing.com/analysis/bitcoin-path-to-120k-hinges-on-sustaining-above-114600-support-200666814,www.investing.com,,,English
2025-09-12T12:30:00+00:00,2025-09-12,"SOL , XRP , HYPE Set to Rally as Alt Season Gains Steam : Crypto Daybook Americas",https://www.coindesk.com/daybook-us/2025/09/12/get-ready-for-alt-season-as-traders-eye-fed-cuts-crypto-daybook-americas,www.coindesk.com,,,English
