date,sentiment_mean,sentiment_median,sentiment_std,post_count,engagement_mean,relevance_mean,BTC_Price,price_change_pct,period_type
2025-11-03,-0.225,-0.9,0.9821744583660617,16,23.818181818181817,82.5909090909091,,,Fear
2025-11-04,-0.2090909090909091,-0.8,0.8031386632914473,44,19.954545454545453,81.27272727272727,,,Fear
2025-11-05,-0.34761904761904766,-0.8,0.8322373745627192,21,16.25925925925926,80.29629629629629,,,Panic Selling
2025-11-06,-0.6,-0.9,0.6194382162118379,28,18.52777777777778,70.63888888888889,,,Panic Selling
2025-11-07,-0.26785714285714285,-1.0,0.8911306058113798,28,17.94736842105263,72.21052631578948,,,Fear
2025-11-08,0.011111111111111096,-0.8,0.9528634309011539,27,19.620689655172413,83.24137931034483,,,Neutral
2025-11-16,-0.10370370370370373,-0.8,0.849199388329738,27,26.0625,83.46875,,,Fear
2025-11-17,-0.2948717948717949,-0.8,0.8967628090874883,39,21.825,81.85,,,Fear
2025-11-18,-0.3523809523809524,-0.8,0.7606922698334962,42,20.5,80.75,,,Panic Selling
2025-11-19,0.2233333333333333,0.35,0.6667902184362775,30,22.457142857142856,76.14285714285714,,,Neutral
2025-11-20,-0.42,-1.0,0.7653712193754584,30,19.741935483870968,83.93548387096774,,,Panic Selling
2025-11-21,-0.43448275862068964,-0.8,0.6762691043348295,29,17.054054054054053,80.75675675675676,,,Panic Selling
2025-11-22,-0.46153846153846156,-0.8,0.6900096813262019,39,22.65,81.45,,,Panic Selling
2025-11-23,-0.414,-0.8,0.7191292921133934,50,18.517241379310345,81.93103448275862,,,Panic Selling
2026-01-15,-0.2782608695652174,-0.8,0.8511791402834982,23,24.466666666666665,86.56666666666666,,,Fear
2026-01-16,-0.14642857142857144,0.0,0.7608387880330901,28,16.771428571428572,82.71428571428571,,,Fear
2026-01-17,0.11249999999999999,0.0,0.6711929677819933,16,20.9,87.36666666666666,,,Neutral
2026-01-18,-0.5888888888888889,-1.0,0.8192137151629671,9,19.454545454545453,80.27272727272727,,,Panic Selling
2026-01-19,0.09523809523809522,0.7,0.8834456352691944,21,18.181818181818183,75.77272727272727,,,Neutral
2026-01-20,0.19999999999999998,0.7,0.8850612031567836,19,17.5,73.75,,,Neutral
2026-01-21,-0.2692307692307692,-0.9,0.9168507973576642,26,22.862068965517242,77.03448275862068,,,Fear
2026-01-22,-0.08333333333333336,0.0,0.7081773446779779,12,20.5,88.75,,,Fear
2026-01-30,-0.4809523809523809,-1.0,0.7373052608106412,21,19.5,84.125,,,Panic Selling
2026-01-31,0.4375,0.7,0.7763237542601484,8,22.555555555555557,79.44444444444444,,,Buying the Dip
2026-02-01,-0.8571428571428571,-1.0,0.37796447300922725,7,18.714285714285715,63.714285714285715,,,Panic Selling
2026-02-02,-0.5142857142857143,-1.0,0.7969722925954422,14,20.42105263157895,79.36842105263158,,,Panic Selling
2026-02-03,0.31052631578947365,0.7,0.6911301025953437,19,13.347826086956522,89.69565217391305,,,Buying the Dip
2026-02-04,-0.7000000000000001,-0.8,0.3902661813527945,14,22.142857142857142,85.35714285714286,,,Panic Selling
2026-02-05,-0.6,-1.0,0.5477225575051661,5,14.625,89.25,,,Panic Selling
2026-02-06,-1.0,-1.0,0.0,2,16.0,86.0,,,Panic Selling
