date,time,title,source,url,v2_themes,avg_tone,positive_score,negative_score,polarity
20251005,00:00,Bangkok Post - Govt cracks down on iris scanning,bangkokpost.com,https://www.bangkokpost.com/thailand/general/3115877/govt-cracks-down-on-iris-scanning,WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MINISTER;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_680_PERSONAL_DATA_PROTECTION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;USPEC_POLITICS_GENERAL1;ECON_BITCOIN;TRANSPARENCY;CRISISLEX_CRISISLEXREC;TAX_FNCACT_CITIZENS;,-4.21052631578947,2.63157894736842,6.8421052631579,9.47368421052632
20251005,00:00,JPMorgan Downgrades CleanSpark (CLSK) to Neutral on Valuation Concerns - Insider Monkey,insidermonkey.com,https://www.insidermonkey.com/blog/jpmorgan-downgrades-cleanspark-clsk-to-neutral-on-valuation-concerns-1622561/,ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_ECON_PRICE;ECON_BITCOIN;TAX_FNCACT_MINERS;TAX_FNCACT_OPERATOR;UNGP_FORESTS_RIVERS_OCEANS;,-2.41379310344828,2.41379310344828,4.82758620689655,7.24137931034483
20251005,00:00,BitFuFu (FUFU) Emphasizes Transparency and Security in Cloud Mining Operations - Insider Monkey,insidermonkey.com,https://www.insidermonkey.com/blog/bitfufu-fufu-emphasizes-transparency-and-security-in-cloud-mining-operations-1622575/,ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TRANSPARENCY;EPU_POLICY;EPU_POLICY_REGULATORY;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;CRISISLEX_C07_SAFETY;ECON_BITCOIN;TAX_FNCACT_MINER;,1.64473684210526,4.27631578947368,2.63157894736842,6.90789473684211
20251005,00:00,"Jefferies Cuts Virtu (VIRT) Target to $49, Maintains Buy Rating - Insider Monkey",insidermonkey.com,https://www.insidermonkey.com/blog/jefferies-cuts-virtu-virt-target-to-49-maintains-buy-rating-1622556/,ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_ECON_PRICE;WB_1150_VOLATILITY;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_698_TRADE;EPU_ECONOMY_HISTORIC;WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN;WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;ECON_BITCOIN;,-2.8169014084507,3.16901408450704,5.98591549295775,9.15492957746479
20251005,01:00,N/A,newsghana.com.gh,https://www.newsghana.com.gh/flutterwave-ceo-bets-on-stablecoins-as-africas-next-financial-leap/,TAX_FNCACT;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;SOC_INNOVATION;SOC_EMERGINGTECH;WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES;WB_281_ICT_INDUSTRY_AND_SERVICES;WB_2424_ICT_AND_FINANCIAL_SECTOR;WB_2420_ICT_FOR_JOBS;WB_828_ELECTRONIC_PAYMENTS;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_358_RETAIL_PAYMENTS;WB_827_MOBILE_MONEY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;ALLIANCE;ECON_REMITTANCE;WB_775_TRADE_POLICY_AND_INTEGRATION;WB_698_TRADE;WB_780_TRADE_IN_SERVICES;WB_783_TEMPORARY_MOVEMENT_OF_LABOR;TAX_ECON_PRICE;TAX_DISEASE;TAX_DISEASE_CONVENTIONAL;SCIENCE;EPU_POLICY;EPU_POLICY_REGULATORY;USPEC_POLICY1;EPU_UNCERTAINTY;ECON_BITCOIN;WB_363_FINANCIAL_INCLUSION;WB_364_CONSUMER_PROTECTION;WB_1150_VOLATILITY;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;LITERACY;UNGP_EDUCATION;EPU_ECONOMY_HISTORIC;,0.0,3.07971014492754,3.07971014492754,6.15942028985507
20251005,01:00,Bitcoin Price To $160k By Early 2026? Analyst Identifies 2 Conditions For Uptrend,newsbtc.com,https://www.newsbtc.com/news/bitcoin/bitcoin-price-to-160000-by-early-2026-analyst/,TAX_ECON_PRICE;ECON_BITCOIN;TAX_FNCACT;TAX_FNCACT_ANALYST;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_MINER;MOVEMENT_GENERAL;UNGP_CRIME_VIOLENCE;TAX_FNCACT_LEADER;,0.432900432900433,1.73160173160173,1.2987012987013,3.03030303030303
20251005,01:00,"Bitcoin And XRP Are Testing Key Resistances And Could Turn Bloody Again, Here’s Why",newsbtc.com,https://www.newsbtc.com/news/bitcoin/bitcoin-xrp-testing-key-resistances-and-could-turn-messy-again-heres-why/,ECON_BITCOIN;TAX_ECON_PRICE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT;TAX_FNCACT_ANALYST;DELAY;WB_698_TRADE;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_USHER;UNGP_CRIME_VIOLENCE;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;,-0.414937759336099,1.6597510373444,2.0746887966805,3.7344398340249
20251005,01:00,Better Crypto Buy: Bitcoin vs. Ethereum | The Motley Fool,fool.com,https://www.fool.com/investing/2025/10/04/better-crypto-buy-bitcoin-vs-ethereum/?source=iedfolrf0000001,ECON_BITCOIN;TAX_FNCACT;TAX_FNCACT_LEADER;TAX_ECON_PRICE;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;PROTEST;STRIKE;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_713_PUBLIC_FINANCE;WB_1045_TREASURY;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_698_TRADE;WB_678_DIGITAL_GOVERNMENT;WB_2943_SWITCHES;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;,2.30149597238205,3.22209436133487,0.920598388952819,4.14269275028769
20251005,01:00,N/A,stlouisstar.com,http://www.stlouisstar.com/news/278616421/the-crypto-lawyers-pllc-seeks-recovery-of-stolen-funds-for-more-than-one-hundred-scam-victims-in-unprecedented-asset-forfeiture-proceedings-in-washington-dc,TRIAL;TAX_FNCACT;TAX_FNCACT_LAWYERS;TAX_FNCACT_VICTIMS;CRISISLEX_CRISISLEXREC;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;ECON_BITCOIN;SEIZE;CRISISLEX_C07_SAFETY;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;TAX_FNCACT_AGENTS;TAX_FNCACT_FEDERAL_AGENTS;CORRUPTION;WB_2019_ANTI_CORRUPTION_LEGISLATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_2020_BRIBERY_FRAUD_AND_COLLUSION;TAX_FNCACT_ATTORNEY;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_PIRRO;LEGISLATION;EPU_POLICY_LAW;SECURITY_SERVICES;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;WB_1014_CRIMINAL_JUSTICE;WB_2082_LAW_ENFORCEMENT;TAX_FNCACT_CRIMINALS;CRISISLEX_T02_INJURED;UNGP_FORESTS_RIVERS_OCEANS;,-5.48780487804878,2.84552845528455,8.33333333333333,11.1788617886179
20251005,02:00,N/A,bloomberg.com,https://www.bloomberg.com:443/features/2025-nyc-mayor-race-donations/,ELECTION;TAX_FNCACT;TAX_FNCACT_CANDIDATES;LEADER;TAX_FNCACT_MAYOR;TAX_FNCACT_SUPPORTERS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MEDIA_MSM;TAX_FNCACT_GOVERNOR;TAX_FNCACT_QUEENS;TAX_FNCACT_ASSEMBLYMAN;DEMOCRACY;EPU_POLICY;EPU_POLICY_POLITICAL;USPEC_POLITICS_GENERAL1;TAX_FNCACT_FOUNDER;USPEC_POLICY1;EPU_POLICY_SPENDING;USPEC_UNCERTAINTY1;TAX_FNCACT_CANDIDATE;ACT_MAKESTATEMENT;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;TAX_FNCACT_PHILANTHROPIST;TAX_ECON_PRICE;EPU_ECONOMY_HISTORIC;TAX_FNCACT_CEO;TAX_FNCACT_WOMAN;UNEMPLOYMENT;TAX_FNCACT_UNEMPLOYED;UNGP_JOB_OPPORTUNITIES_EMPLOYMENT;GENERAL_GOVERNMENT;EPU_POLICY_CONGRESS;EDUCATION;TAX_FNCACT_TEACHER;TAX_FNCACT_HUNTER;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;TAX_FNCACT_INNOVATOR;SOC_INNOVATION;TAX_FNCACT_PRESIDENT;TAX_RELIGION;TAX_RELIGION_JEWISH;TAX_ETHNICITY;TAX_ETHNICITY_JEWISH;TAX_FNCACT_SUPPORTER;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_FATHER;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;TAX_FNCACT_INVESTOR;TAX_FNCACT_BOSS;TAX_FNCACT_CHILD;ECON_ENTREPRENEURSHIP;TAX_FNCACT_ENTREPRENEUR;TAX_FNCACT_CHAIRMAN;TAX_FNCACT_STUDENTS;ECON_BITCOIN;TAX_FNCACT_ACTOR;TAX_WORLDBIRDS;TAX_WORLDBIRDS_DUCKS;TAX_FNCACT_DEVELOPER;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_CRISISLEXREC;TAX_POLITICAL_PARTY_DEMOCRAT;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;WB_1973_FINANCIAL_RISK_REDUCTION;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_337_INSURANCE;WB_1967_AGRICULTURAL_RISK_AND_SECURITY;TAX_POLITICAL_PARTY_REPUBLICANS;TAX_FNCACT_SENATORS;TAX_FNCACT_REPRESENTATIVE;TAX_ETHNICITY_AMERICAN;EPU_POLICY_CONGRESSIONAL;,1.33798720186155,2.85049447353112,1.51250727166958,4.3630017452007
